id,filter,chips,alias,label,reportId,datasetId,createdAt,updatedAt,tenant
45ce9aa7-b277-4e4a-b74f-94ce57d5e467,{},[],northwindOrders,Northwind Orders,084e8027-cbb5-48d0-90d6-0709637022fa,078c60e5-7161-4eda-a379-e666887ff160,2020-07-08 12:58:32.328+00,2020-07-08 12:58:32.328+00,manager
81e299e9-b606-454a-b273-b1ad9190fb73,{},[],generalEeInfo,General EE Info,bc2b6034-888e-4bec-9008-f425ef6660ea,d645c3e8-64b3-445d-a6e1-44be7a57a7f2,2020-07-09 20:59:24.039+00,2020-07-09 20:59:24.039+00,manager
