id,type,source,name,description,defaultName,defaultDescription,config,embedded,createdAt,updatedAt,ownerId,pinned,layoutData,datasetId,datasourceId,tenant,reportId
49f5d9ee-1e35-42f0-a8cb-83bdd86f7cef,datasetGrid,,,,,,"{""config"": {""groups"": [], ""sortBy"": [], ""columns"": {}, ""pageSize"": 25, ""aggregates"": [], ""showSubheaders"": false, ""displayHiddenFields"": false}, ""limitFields"": []}",f,2020-07-09 14:47:31.876+00,2020-07-09 14:47:31.876+00,admin,f,{},078c60e5-7161-4eda-a379-e666887ff160,,manager,
06ee00e3-f78a-47de-b992-d47c993ddea3,datasetGrid,,,,,,"{""config"": {""groups"": [], ""sortBy"": [], ""columns"": {}, ""pageSize"": 25, ""aggregates"": [], ""showSubheaders"": false, ""displayHiddenFields"": false}, ""limitFields"": []}",f,2020-07-09 14:47:40.401+00,2020-07-09 14:47:40.401+00,admin,f,{},078c60e5-7161-4eda-a379-e666887ff160,,manager,
138a9270-ef3f-4623-b373-3e02fea7b94b,datasetGrid,,,,,,"{""config"": {""groups"": [], ""sortBy"": [], ""columns"": {""LastName"": {""position"": 1}, ""Quantity"": {""position"": 4}, ""FirstName"": {""format"": {""width"": {""num"": 166, ""type"": ""px""}}, ""position"": 0}, ""OrderDate"": {""position"": 3}, ""orderAmount"": {""position"": 2}}, ""pageSize"": 25, ""usePaging"": false, ""aggregates"": [], ""summaryOnly"": false, ""showSubheaders"": false, ""displayHiddenFields"": false, ""showOverallAggregates"": true}, ""limitFields"": [""FirstName"", ""LastName"", ""orderAmount"", ""OrderDate"", ""Quantity""]}",f,2020-07-09 14:51:59.004+00,2020-07-09 14:51:59.004+00,admin,f,{},078c60e5-7161-4eda-a379-e666887ff160,,manager,
c2e86d8a-c3f7-4924-bc13-c2f3c625cbb1,datasetGrid,,,,,,"{""config"": {""groups"": [], ""sortBy"": [], ""columns"": {""ShipCity"": {""format"": {""width"": {""num"": 120, ""type"": ""px""}}, ""position"": 0}, ""ShipAddress"": {""position"": 2}, ""ShipCountry"": {""position"": 1}, ""salesperson"": {""position"": 3}}, ""pageSize"": 25, ""usePaging"": false, ""aggregates"": [], ""summaryOnly"": false, ""showSubheaders"": false, ""displayHiddenFields"": false, ""showOverallAggregates"": true}, ""limitFields"": [""ShipCity"", ""ShipCountry"", ""ShipAddress"", ""salesperson""]}",f,2020-07-09 14:52:55.746+00,2020-07-09 15:19:40.495+00,admin,f,{},078c60e5-7161-4eda-a379-e666887ff160,,manager,
